Source,Target,Weight
Q8BUF0,Q91V51,1.0
Q8BUF0,A4Q9F6,1.0
Q8BUF0,A4Q9E4,1.0
Q3UVB1,P04247,1.0
Q3UVY8,Q9DCH4,1.0
Q8BV60,Q8BYB9,1.0
Q3UZI7,Q8CCE9,1.0
Q8BVT6,Q149T7,1.0
Q8BVT6,Q3UYC0,1.0
Q8BVT6,Q8BU27,1.0
Q8BVT6,E0CYP3,1.0
Q8BVT6,Q9CS46,1.0
Q8BVT6,Q9Z0T2,1.0
Q8BVT6,A0A0N4SVZ5,1.0
Q3V3L3,P21570,1.0
Q3V3L3,P97802,1.0
Q3V3L3,Q3TMQ6,1.0
Q3V3L3,Q64438,1.0
Q3V3L3,Q9D244,1.0
Q3V3L3,O35291,1.0
Q3V3L3,P00683,1.0
Q3V3L3,Q9JJH1,1.0
Q3V3L3,O35292,1.0
Q3V3L3,P97425,1.0
Q3V3L3,P97426,1.0
Q3V3L3,Q8C6G3,1.0
Q3V3L3,Q8K2T2,1.0
Q3V3L3,W0UVC3,1.0
Q8BW40,O09110,1.0
Q8BW40,O54863,1.0
Q8BW40,O55047,1.0
Q8BW40,P08414,1.0
Q8BW40,P47809,1.0
Q8BW40,P70236,1.0
Q8BW40,Q3UIZ8,1.0
Q8BW40,Q61241,1.0
Q8BW40,Q641K5,1.0
Q8BW40,Q8BW96,1.0
Q8BW40,Q8BZN4,1.0
Q8BW40,Q8C078,1.0
Q8BW40,Q8C0V0,1.0
Q8BW40,Q8VBY2,1.0
Q8BW40,Q8VDF3,1.0
Q8BW40,Q91VB2,1.0
Q8BW40,Q91YA2,1.0
Q8BW40,Q91YS8,1.0
Q8BW40,Q924X7,1.0
Q8BW40,Q99MQ3,0.7142857142857143
Q8BW40,Q9R0A5,1.0
Q8BW40,Q9Z0H0,1.0
Q8BW40,P0C5K0,1.0
Q8BW40,Q543Z5,1.0
Q8BW40,Q5SWN9,1.0
Q8BW40,Q8BGW6,1.0
Q8BW40,A2AGS2,1.0
Q8BW40,A2AM78,0.7142857142857143
Q8BW40,P0C5K1,1.0
Q8BW40,Q3U258,0.7142857142857143
Q8BW40,Q3UU57,1.0
Q8BW40,Q543X6,1.0
Q8BW40,Q5DU52,0.7142857142857143
Q8BW40,Q5SUV5,1.0
Q8BW40,Q6IS31,0.7142857142857143
Q8BW40,Q8BP44,1.0
Q8BW40,Q8C0X8,1.0
Q8BW40,Q8QZV4,1.0
Q8BW40,Q9JJX8,1.0
Q8BW40,A0AA95Z2J0,1.0
Q8BW40,D3YV51,1.0
Q8BW40,Q3TJG7,1.0
Q8BW40,Q3TLX7,1.0
Q8BW40,Q3TN15,1.0
Q8BW40,Q3TX82,1.0
Q8BW40,Q3UDI2,1.0
Q8BW40,Q66JY4,1.0
Q8BW40,Q8C371,1.0
Q8BW40,Q8C5F7,1.0
Q8BW40,Q9D9B2,1.0
Q8BW40,S4R1E6,1.0
Q8BW63,P97402,1.0
Q8BW63,Q09324,1.0
Q8BW63,Q5JCT0,1.0
Q8BW63,E9Q649,1.0
Q8BW63,Q3V3K7,1.0
Q497E4,P60710,1.0
Q497E4,P62737,1.0
Q497E4,P63260,1.0
Q497E4,P63268,1.0
Q497E4,P68033,1.0
Q497E4,P68134,1.0
Q4FJL0,P55258,1.0
Q4FJL0,P61027,1.0
Q4FJL0,Q0PD50,1.0
Q4FJL0,Q3UHW5,1.0
Q4FJN9,Q920E5,1.0
Q4FJR3,P08071,1.0
Q4FJZ3,Q8R180,1.0
Q4FJZ3,Q8R2E9,1.0
Q4FK48,Q8CCE9,1.0
Q4FK57,Q8R180,1.0
Q4FK57,Q8R2E9,1.0
Q8BXJ4,Q8CCE9,1.0
Q8BXJ5,Q9CUS9,1.0
Q8BXJ5,Q9D8V0,1.0
Q4KL81,P60710,1.0
Q4KL81,P62737,1.0
Q4KL81,P63260,1.0
Q4KL81,P63268,1.0
Q4KL81,P68033,1.0
Q4KL81,P68134,1.0
Q8BXW2,Q91WA9,1.0
Q8BXW2,Q99PE8,1.0
Q4V9W8,P56371,1.0
Q4V9W8,Q91ZR1,1.0
Q8BXX3,Q9CXY9,1.0
Q8BY70,O35696,1.0
Q8BY70,P70126,1.0
Q8BY70,Q64687,1.0
Q8BY70,Q64689,1.0
Q8BY70,Q64692,1.0
Q8BY70,Q8K4T1,1.0
Q8BY70,Q3V3B1,1.0
Q8BY70,Q64468,1.0
Q8BY70,Q8BL76,1.0
Q8BY70,Q8BWI0,1.0
Q52L87,P05213,1.0
Q52L87,P05214,1.0
Q52L87,P68368,1.0
Q52L87,P68369,1.0
Q52L87,P68373,1.0
Q52L87,Q9JJZ2,1.0
Q52L87,Q3UX10,1.0
Q53WR7,O35696,1.0
Q53WR7,P70126,1.0
Q53WR7,Q64687,1.0
Q53WR7,Q64689,1.0
Q53WR7,Q64692,1.0
Q53WR7,Q8K4T1,1.0
Q53WR7,Q3V3B1,1.0
Q53WR7,Q64468,1.0
Q53WR7,Q8BL76,1.0
Q53WR7,Q8BWI0,1.0
Q8BY99,P28738,1.0
Q542F1,Q9Z1Q5,1.0
Q8BYP9,Q6PA06,1.0
Q8BYP9,Q91YH5,1.0
Q543G3,O35495,1.0
Q543G3,P11440,1.0
Q543G3,P30285,1.0
Q543G3,P49615,1.0
Q543G3,P97377,1.0
Q543G3,Q04735,1.0
Q543G3,Q14AX6,1.0
Q543G3,Q3UTQ8,1.0
Q543G3,Q80YP0,1.0
Q543G3,Q8BLF2,1.0
Q543G3,Q8K0D0,1.0
Q543G3,Q8R3L8,1.0
Q543G3,Q99J95,1.0
Q543G3,Q04899,1.0
Q543G3,Q3UGB9,1.0
Q543G3,Q545C3,1.0
Q543G3,Q8BWD8,1.0
Q543G3,Q9QUK0,1.0
Q543G3,Q9QYK9,0.7142857142857143
Q543G3,E0CYC4,1.0
Q543G3,E9PVC7,1.0
Q543G3,Q149A0,1.0
Q543G3,Q3TZA2,1.0
Q543G3,Q3U307,1.0
Q543G3,Q3U6X7,1.0
Q543G3,Q6NVF8,1.0
Q543G3,Q8BFX6,1.0
Q543G3,Q8BN81,1.0
Q543G3,Q8C411,1.0
Q543G3,Q8CEQ0,1.0
Q543G3,A0A1Y7VIW8,1.0
Q543G3,E9PZX7,1.0
Q543G3,E9Q9E4,1.0
Q543G3,Q8BP21,1.0
Q543G3,Q9CYR7,1.0
Q543G3,Q9D193,1.0
Q8BZ14,F7B9G4,1.0
Q8BZ14,Q2KHK3,1.0
Q8BZ45,P28738,1.0
Q543W6,Q9Z265,1.0
Q8BZS4,Q9D6X6,1.0
Q545E6,Q62348,1.0
Q545E8,P43346,1.0
Q545E8,Q9QX60,1.0
Q545E8,Q9R088,1.0
Q8C040,P63094,1.0
Q8C040,Q6R0H7,1.0
Q8C040,Q8CGK7,1.0
Q8C0V2,A4Q9E5,1.0
Q8C0V2,A4Q9F1,1.0
Q58E38,Q9JIA7,1.0
Q8C0V8,Q80V63,1.0
Q5BKQ4,P17892,1.0
Q5BKQ4,Q6P8U6,1.0
Q8C125,A4Q9E8,1.0
Q8C125,A4Q9F0,1.0
Q8C125,A4Q9F4,1.0
Q8C125,Q80UG8,1.0
Q8C125,Q8CHB8,1.0
Q8C125,Q91V51,1.0
Q8C125,A4Q9F6,1.0
Q8C125,A4Q9E4,1.0
Q8C153,P58252,1.0
Q8C1B3,O09110,1.0
Q8C1B3,O54863,1.0
Q8C1B3,O55047,1.0
Q8C1B3,P08414,1.0
Q8C1B3,P47809,1.0
Q8C1B3,P70236,1.0
Q8C1B3,Q3UIZ8,1.0
Q8C1B3,Q61241,1.0
Q8C1B3,Q641K5,1.0
Q8C1B3,Q8BW96,1.0
Q8C1B3,Q8BZN4,1.0
Q8C1B3,Q8C078,1.0
Q8C1B3,Q8C0V0,1.0
Q8C1B3,Q8VBY2,1.0
Q8C1B3,Q8VDF3,1.0
Q8C1B3,Q91VB2,1.0
Q8C1B3,Q91YA2,1.0
Q8C1B3,Q91YS8,1.0
Q8C1B3,Q924X7,1.0
Q8C1B3,Q99MQ3,0.7142857142857143
Q8C1B3,Q9R0A5,1.0
Q8C1B3,Q9Z0H0,1.0
Q8C1B3,P0C5K0,1.0
Q8C1B3,Q543Z5,1.0
Q8C1B3,Q5SWN9,1.0
Q8C1B3,Q8BGW6,1.0
Q8C1B3,A2AGS2,1.0
Q8C1B3,A2AM78,0.7142857142857143
Q8C1B3,P0C5K1,1.0
Q8C1B3,Q3U258,0.7142857142857143
Q8C1B3,Q3UU57,1.0
Q8C1B3,Q543X6,1.0
Q8C1B3,Q5DU52,0.7142857142857143
Q8C1B3,Q5SUV5,1.0
Q8C1B3,Q6IS31,0.7142857142857143
Q8C1B3,Q8BP44,1.0
Q8C1B3,Q8C0X8,1.0
Q8C1B3,Q8QZV4,1.0
Q8C1B3,Q9JJX8,1.0
Q8C1B3,A0AA95Z2J0,1.0
Q8C1B3,D3YV51,1.0
Q8C1B3,Q3TJG7,1.0
Q8C1B3,Q3TLX7,1.0
Q8C1B3,Q3TN15,1.0
Q8C1B3,Q3TX82,1.0
Q8C1B3,Q3UDI2,1.0
Q8C1B3,Q66JY4,1.0
Q8C1B3,Q8C371,1.0
Q8C1B3,Q8C5F7,1.0
Q8C1B3,Q9D9B2,1.0
Q8C1B3,S4R1E6,1.0
Q5DTZ6,Q14B02,1.0
Q5DTZ6,Q8VEM1,1.0
Q5DTZ6,Q9D304,1.0
Q5DU09,Q8CCE9,1.0
Q5EBP9,Q62318,1.0
Q8C1M0,Q922H1,1.0
Q5F283,Q9JJ00,1.0
Q8C269,O35674,1.0
Q8C269,Q05910,1.0
Q8C269,Q61072,1.0
Q8C269,Q61824,1.0
Q8C269,Q9JI76,1.0
Q8C269,Q9JLN6,1.0
Q8C269,Q923W9,1.0
Q5RI75,P62821,1.0
Q5RI75,Q9D1G1,1.0
Q5RI75,P61294,1.0
Q5RI75,A0A494B945,1.0
Q5RI75,A0A494BA38,1.0
Q5RI75,A0A494BBL7,1.0
Q5RI75,Q0PD66,1.0
Q5RI75,Q3V3C2,1.0
Q8C3J2,Q9JM95,1.0
Q8C3J2,Q9QZ39,1.0
Q8C3J2,Q9R2B6,1.0
Q8C3J2,Q9WUV2,1.0
Q8C3J2,B7ZNQ3,1.0
Q8C3J2,Q8BM62,1.0
Q8C3J2,Q9JJM5,1.0
Q8C3J2,Q9JJM6,1.0
Q8C3M7,P21279,1.0
Q8C3Q0,Q8C3Q9,1.0
Q8C439,P97382,1.0
Q8C4I3,Q32M05,1.0
Q8C4I3,Q60689,1.0
Q8C4I3,Q8C0Q8,1.0
Q8C4I3,Q8C0R4,1.0
Q8C4S7,F7B9G4,1.0
Q8C4S7,Q2KHK3,1.0
Q8C5Y6,P31482,1.0
Q8C5Y6,P97391,1.0
Q8C5Y6,Q9QXX3,1.0
Q8C5Y6,Q9WVF6,1.0
Q8C5Y6,Q9Z0Y2,1.0
Q8C5Y6,V5TDK8,1.0
Q8C5Y6,V5TDL3,1.0
Q8C5Y6,P48076,1.0
Q8C5Y6,A2APR1,1.0
Q8C5Y6,Q3T9Q3,1.0
Q8C5Y6,Q3TYT9,1.0
Q8C5Y6,Q6GTW1,1.0
Q8C5Y6,Q8BJ93,1.0
Q8C5Y6,Q8K0Y1,1.0
Q8C663,P21570,1.0
Q8C663,P97802,1.0
Q8C663,Q3TMQ6,1.0
Q8C663,Q64438,1.0
Q8C663,Q9D244,1.0
Q8C663,O35291,1.0
Q8C663,P00683,1.0
Q8C663,Q9JJH1,1.0
Q8C663,O35292,1.0
Q8C663,P97425,1.0
Q8C663,P97426,1.0
Q8C663,Q8C6G3,1.0
Q8C663,Q8K2T2,1.0
Q8C663,W0UVC3,1.0
Q8C6B0,Q9DD20,1.0
Q63836,P17563,1.0
Q63836,A0A0R4J135,1.0
Q63836,D6RHN2,1.0
Q63836,G3UWK0,1.0
Q63836,G3UYY2,1.0
Q63836,G3UZT2,1.0
Q8C6P2,O35744,1.0
Q8C6P3,P13504,1.0
Q8C6S5,Q61093,1.0
Q8C6S5,Q672J9,1.0
Q8C6S5,Q8CIZ9,1.0
Q8C6S5,Q9JHI8,1.0
Q8C6X4,Q99LU4,1.0
Q64HY3,Q8CCE9,1.0
Q8C7E4,P21570,1.0
Q8C7E4,P97802,1.0
Q8C7E4,Q3TMQ6,1.0
Q8C7E4,Q64438,1.0
Q8C7E4,Q9D244,1.0
Q8C7E4,O35291,1.0
Q8C7E4,P00683,1.0
Q8C7E4,Q9JJH1,1.0
Q8C7E4,O35292,1.0
Q8C7E4,P97425,1.0
Q8C7E4,P97426,1.0
Q8C7E4,Q8C6G3,1.0
Q8C7E4,Q8K2T2,1.0
Q8C7E4,W0UVC3,1.0
Q8C7S9,P97382,1.0
Q8C833,P13504,1.0
Q6A085,Q8CCE9,1.0
Q6DI86,Q9JIX9,1.0
Q6IRT4,Q9DCH4,1.0
Q6NS86,Q8CCE9,1.0
Q8C9W5,Q3TB69,1.0
Q6NZQ6,Q8CCE9,1.0
Q6P1H4,P70428,1.0
Q6P1H4,P97464,1.0
Q6P1H4,Q9WVL6,1.0
Q6P1H4,Q9JKV7,1.0
Q8CAL6,Q8VHQ9,1.0
Q8CAL6,Q9DBK0,1.0
Q8CAM5,P62821,1.0
Q8CAM5,Q9D1G1,1.0
Q8CAM5,P61294,1.0
Q8CAM5,A0A494B945,1.0
Q8CAM5,A0A494BA38,1.0
Q8CAM5,A0A494BBL7,1.0
Q8CAM5,Q0PD66,1.0
Q8CAM5,Q3V3C2,1.0
Q8CAM7,Q64685,1.0
Q8CAM7,Q9QYJ1,1.0
Q8CAM7,P70277,1.0
Q6PAS1,O35696,1.0
Q6PAS1,P70126,1.0
Q6PAS1,Q64687,1.0
Q6PAS1,Q64689,1.0
Q6PAS1,Q64692,1.0
Q6PAS1,Q8K4T1,1.0
Q6PAS1,Q3V3B1,1.0
Q6PAS1,Q64468,1.0
Q6PAS1,Q8BL76,1.0
Q6PAS1,Q8BWI0,1.0
Q8CB10,A0A140LIF8,1.0
Q8CB10,Q0GUM3,1.0
Q8CB10,Q3T9E4,1.0
Q8CB10,Q60766,1.0
Q8CB10,Q62293,1.0
Q8CB10,Q8C262,1.0
Q8CB10,Q9DCE9,1.0
Q8CB10,Q9QZ85,1.0
Q6PD05,Q8CCE9,1.0
Q8CBA2,B1ARD8,1.0
Q8CBA2,B1ARD6,1.0
Q6PG83,A0A0G2JDV3,1.0
Q6PG83,A4UUI3,1.0
Q6PG83,Q01514,1.0
Q6PG83,Q61107,1.0
Q6PG83,Q8CFB4,1.0
Q6PG83,Q91Z40,1.0
Q6PG83,Q9Z0E6,1.0
Q8CBM2,Q8BSY0,1.0
Q8CBT5,P21279,1.0
Q8CBX1,Q64685,1.0
Q8CBX1,Q9QYJ1,1.0
Q8CBX1,P70277,1.0
Q6T5E4,P97402,1.0
Q6T5E4,Q09324,1.0
Q6T5E4,Q5JCT0,1.0
Q6T5E4,E9Q649,1.0
Q6T5E4,Q3V3K7,1.0
Q8CC91,O54749,1.0
Q8CC91,O54750,1.0
Q8CCI3,Q923W1,1.0
Q6ZQ49,Q6PIC6,1.0
Q6ZQ49,Q6PIE5,1.0
Q6ZQ49,Q8VDN2,1.0
Q6ZQ49,Q9WV27,1.0
Q6ZQ49,Q9Z1W8,1.0
Q8CCM0,O09110,1.0
Q8CCM0,O54863,1.0
Q8CCM0,O55047,1.0
Q8CCM0,P08414,1.0
Q8CCM0,P47809,1.0
Q8CCM0,P70236,1.0
Q8CCM0,Q3UIZ8,1.0
Q8CCM0,Q61241,1.0
Q8CCM0,Q641K5,1.0
Q8CCM0,Q8BW96,1.0
Q8CCM0,Q8BZN4,1.0
Q8CCM0,Q8C078,1.0
Q8CCM0,Q8C0V0,1.0
Q8CCM0,Q8VBY2,1.0
Q8CCM0,Q8VDF3,1.0
Q8CCM0,Q91VB2,1.0
Q8CCM0,Q91YA2,1.0
Q8CCM0,Q91YS8,1.0
Q8CCM0,Q924X7,1.0
Q8CCM0,Q99MQ3,0.7142857142857143
Q8CCM0,Q9R0A5,1.0
Q8CCM0,Q9Z0H0,1.0
Q8CCM0,P0C5K0,1.0
Q8CCM0,Q543Z5,1.0
Q8CCM0,Q5SWN9,1.0
Q8CCM0,Q8BGW6,1.0
Q8CCM0,A2AGS2,1.0
Q8CCM0,A2AM78,0.7142857142857143
Q8CCM0,P0C5K1,1.0
Q8CCM0,Q3U258,0.7142857142857143
Q8CCM0,Q3UU57,1.0
Q8CCM0,Q543X6,1.0
Q8CCM0,Q5DU52,0.7142857142857143
Q8CCM0,Q5SUV5,1.0
Q8CCM0,Q6IS31,0.7142857142857143
Q8CCM0,Q8BP44,1.0
Q8CCM0,Q8C0X8,1.0
Q8CCM0,Q8QZV4,1.0
Q8CCM0,Q9JJX8,1.0
Q8CCM0,A0AA95Z2J0,1.0
Q8CCM0,D3YV51,1.0
Q8CCM0,Q3TJG7,1.0
Q8CCM0,Q3TLX7,1.0
Q8CCM0,Q3TN15,1.0
Q8CCM0,Q3TX82,1.0
Q8CCM0,Q3UDI2,1.0
Q8CCM0,Q66JY4,1.0
Q8CCM0,Q8C371,1.0
Q8CCM0,Q8C5F7,1.0
Q8CCM0,Q9D9B2,1.0
Q8CCM0,S4R1E6,1.0
Q8CCN4,O09110,1.0
Q8CCN4,O54863,1.0
Q8CCN4,O55047,1.0
Q8CCN4,P08414,1.0
Q8CCN4,P47809,1.0
Q8CCN4,P70236,1.0
Q8CCN4,Q3UIZ8,1.0
Q8CCN4,Q61241,1.0
Q8CCN4,Q641K5,1.0
Q8CCN4,Q8BW96,1.0
Q8CCN4,Q8BZN4,1.0
Q8CCN4,Q8C078,1.0
Q8CCN4,Q8C0V0,1.0
Q8CCN4,Q8VBY2,1.0
Q8CCN4,Q8VDF3,1.0
Q8CCN4,Q91VB2,1.0
Q8CCN4,Q91YA2,1.0
Q8CCN4,Q91YS8,1.0
Q8CCN4,Q924X7,1.0
Q8CCN4,Q99MQ3,0.7142857142857143
Q8CCN4,Q9R0A5,1.0
Q8CCN4,Q9Z0H0,1.0
Q8CCN4,P0C5K0,1.0
Q8CCN4,Q543Z5,1.0
Q8CCN4,Q5SWN9,1.0
Q8CCN4,Q8BGW6,1.0
Q8CCN4,A2AGS2,1.0
Q8CCN4,A2AM78,0.7142857142857143
Q8CCN4,P0C5K1,1.0
Q8CCN4,Q3U258,0.7142857142857143
Q8CCN4,Q3UU57,1.0
Q8CCN4,Q543X6,1.0
Q8CCN4,Q5DU52,0.7142857142857143
Q8CCN4,Q5SUV5,1.0
Q8CCN4,Q6IS31,0.7142857142857143
Q8CCN4,Q8BP44,1.0
Q8CCN4,Q8C0X8,1.0
Q8CCN4,Q8QZV4,1.0
Q8CCN4,Q9JJX8,1.0
Q8CCN4,A0AA95Z2J0,1.0
Q8CCN4,D3YV51,1.0
Q8CCN4,Q3TJG7,1.0
Q8CCN4,Q3TLX7,1.0
Q8CCN4,Q3TN15,1.0
Q8CCN4,Q3TX82,1.0
Q8CCN4,Q3UDI2,1.0
Q8CCN4,Q66JY4,1.0
Q8CCN4,Q8C371,1.0
Q8CCN4,Q8C5F7,1.0
Q8CCN4,Q9D9B2,1.0
Q8CCN4,S4R1E6,1.0
Q6ZQG6,Q8CCE9,1.0
Q6ZWR0,P61226,1.0
Q6ZWR0,Q80ZJ1,1.0
Q6ZWR0,Q8BU31,1.0
Q8CCV2,D6RFA9,1.0
Q8CCV2,D6RHQ2,1.0
Q8CCV2,F7B9M9,1.0
Q8CCV2,O55026,1.0
Q8CCV2,P55772,1.0
Q8CCV2,Q3TCT4,1.0
Q8CCV2,Q3U0P5,1.0
Q8CCV2,Q544U5,1.0
Q8CCV2,Q8BFW6,1.0
Q8CCV2,Q8CDV7,1.0
Q8CCV2,Q8CEB1,1.0
Q8CCV2,Q8K0L2,1.0
Q8CCV2,Q921Q6,1.0
Q8CCV2,Q9DBT4,1.0
Q8CCV2,Q9WUZ9,1.0
Q8CCV2,Q3TQC7,1.0
Q76LV0,O70325,1.0
Q76LV0,P11352,1.0
Q76LV0,P46412,1.0
Q76LV0,Q9JHC0,1.0
Q76LV0,P21765,1.0
Q76LV0,A0A1C7ZMZ7,1.0
Q76LV0,Q3TIF2,1.0
Q76LV0,Q91WR8,1.0
Q8CD19,O89112,1.0
Q8CD19,Q8CHW0,1.0
Q8CD65,P63143,1.0
Q78ZJ8,P46638,1.0
Q78ZJ8,P53994,1.0
Q78ZJ8,P59279,1.0
Q78ZJ8,P62492,1.0
Q78ZJ8,Q0PD45,1.0
Q78ZJ8,Q0PD65,1.0
Q78ZJ8,Q6PDZ3,1.0
Q78ZJ8,Q8BXY4,1.0
Q7JCX7,P00416,1.0
Q7JCZ1,P00405,1.0
Q8CDP6,Q6NZR5,1.0
Q8CDQ5,O70325,1.0
Q8CDQ5,P11352,1.0
Q8CDQ5,P46412,1.0
Q8CDQ5,Q9JHC0,1.0
Q8CDQ5,P21765,1.0
Q8CDQ5,A0A1C7ZMZ7,1.0
Q8CDQ5,Q3TIF2,1.0
Q8CDQ5,Q91WR8,1.0
Q8CDR0,Q9ER04,1.0
Q7TMV3,Q9JIX9,1.0
Q8CDV3,Q60813,1.0
Q8CDV3,Q9R160,1.0
Q7TPB0,Q3UMZ3,1.0
Q7TPB0,Q61469,1.0
Q7TPB0,Q99JY8,1.0
Q7TPB0,Q9DAX2,1.0
Q7TPB0,Q0VBU9,1.0
Q8CE89,Q60720,1.0
Q8CE89,Q6P1H1,1.0
Q8CE89,Q925G2,1.0
Q8CE89,Q8K187,1.0
Q8CE89,A0A494B9L2,1.0
Q8CE89,B2RVP1,1.0
Q7TPM6,Q6PD02,0.7142857142857143
Q8CEC4,Q8CCE9,1.0
Q8CET7,A0A0A6YXR0,1.0
Q8CET7,D3YX12,1.0
Q8CET7,Q80TA1,1.0
Q8CET7,Q8BGS7,1.0
Q8CET7,Q8C025,1.0
Q8CET7,D3YU39,1.0
Q8CET7,D3Z6W4,1.0
Q8CET7,D6RCW3,1.0
Q8CET7,F6ZDL8,1.0
Q7TS91,P70265,1.0
Q7TS91,P70266,1.0
Q7TS91,Q6DTY7,1.0
Q7TS91,A0A087WRG0,1.0
Q7TS91,A0A087WRM7,1.0
Q7TS91,A2AUP5,1.0
Q7TS91,A7UAK4,1.0
Q7TS91,A7UAK5,1.0
Q7TS91,A7UAK8,1.0
Q7TS91,B2Z892,1.0
Q7TS91,B2Z894,1.0
Q7TS91,Q3U3S6,1.0
Q7TS91,Q6GTL7,1.0
Q7TS91,Q8CDS6,1.0
Q7TS91,B2Z893,1.0
Q7TS91,B2Z895,1.0
Q7TS91,C9VZF1,1.0
Q7TS91,C9VZF2,1.0
Q7TS91,C9VZF3,1.0
Q8CFE7,P28738,1.0
Q8CFZ0,Q6P073,1.0
Q8CFZ0,Q8VDW4,1.0
Q8CFZ0,Q9JJZ4,1.0
Q8CFZ0,B1ASK8,1.0
Q8CFZ0,D6RCG4,1.0
Q8CFZ0,F6SPK0,1.0
Q8CFZ0,Q3TV38,1.0
Q8CFZ0,Q3UDP8,1.0
Q8CFZ0,Q3V321,1.0
Q8CFZ0,A0A0J9YUR7,1.0
Q8CFZ0,A0A1W2P7Z3,1.0
Q8CFZ0,B0QZM1,1.0
Q8CFZ0,B0QZM2,1.0
Q8CGJ1,P28738,1.0
Q8CGQ1,O88839,1.0
Q8CGQ1,Q9R159,1.0
Q8CGR6,F2YMG0,1.0
Q8CGR6,P00755,1.0
Q8CGR6,P00756,1.0
Q8CGR6,P03953,1.0
Q8CGR6,P04187,1.0
Q8CGR6,P11032,1.0
Q8CGR6,P15948,1.0
Q8CGR6,P15949,1.0
Q8CGR6,P21812,1.0
Q8CGR6,P21844,1.0
Q8CGR6,P21845,1.0
Q8CGR6,P28293,1.0
Q8CGR6,P36369,1.0
Q8CGR6,Q02844,1.0
Q8CGR6,Q3V0Q7,1.0
Q8CGR6,Q402U7,1.0
Q8CGR6,Q61759,1.0
Q8CGR6,Q61955,1.0
Q8CGR6,Q8VIF2,1.0
Q8CGR6,Q91VE3,1.0
Q8CGR6,Q924N9,1.0
Q8CGR6,Q99MS4,1.0
Q8CGR6,Q9ESD1,1.0
Q8CGR6,Q9JHJ7,1.0
Q8CGR6,Q9JM71,1.0
Q8CGR6,A6H6T1,1.0
Q8CGR6,P07628,1.0
Q8CGR6,P08883,1.0
Q8CGR6,P08884,1.0
Q8CGR6,P11033,1.0
Q8CGR6,P11034,1.0
Q8CGR6,P13366,1.0
Q8CGR6,P15945,1.0
Q8CGR6,P15946,1.0
Q8CGR6,P15947,1.0
Q8CGR6,Q80WM7,1.0
Q8CGR6,Q920S2,1.0
Q8CGR6,Q9CR35,1.0
Q8CGR6,Q9QYN3,1.0
Q8CGR6,Q9QYZ9,1.0
Q8CGR6,O35164,1.0
Q8CGR6,O35205,1.0
Q8CGR6,P04071,1.0
Q8CGR6,P15119,1.0
Q8CGR6,P43430,1.0
Q8CGR6,Q14B25,1.0
Q8CGR6,Q3UKY7,1.0
Q8CGR6,Q571E5,1.0
Q8CGR6,Q61754,1.0
Q8CGR6,Q8BJR6,1.0
Q8CGR6,Q9D9M0,1.0
Q8CGR6,Q9ER10,1.0
Q8CGR6,B7ZNS9,1.0
Q8CGR6,Q00356,1.0
Q8CGR6,Q3UP47,1.0
Q80U27,P28738,1.0
Q8CGV4,O08756,1.0
Q8CGV4,O54909,1.0
Q8CGV4,P50171,1.0
Q8CGV4,P51661,1.0
Q8CGV4,Q8VCC1,1.0
Q8CGV4,Q8VCH7,1.0
Q8CGV4,Q91VT4,1.0
Q8CGV4,Q99J47,1.0
Q8CGV4,Q99LB2,1.0
Q8CGV4,Q9R092,1.0
Q8CGV4,P51658,1.0
Q8CGV4,Q80XN0,1.0
Q8CGV4,Q8CEE7,1.0
Q8CGV4,O88451,1.0
Q8CGV4,Q8BVI4,1.0
Q8CGV4,Q8K3P0,1.0
Q8CGV4,Q8VBZ0,1.0
Q8CGV4,D3Z2Y8,1.0
Q80UB0,P56203,1.0
Q80UB0,Q9JIA9,1.0
Q80UR4,P05208,0.75
Q80UR4,P36368,1.0
Q80UR4,Q3UP87,0.75
Q80UR4,Q91X79,0.75
Q80UR4,P08882,1.0
Q80UR4,Q14B24,1.0
Q80UR4,Q61096,0.75
Q80UR4,Q9CQ52,0.75
Q80UR4,Q3SYP2,0.75
Q80UR4,Q5M8S2,1.0
Q80UR4,Q8BW11,1.0
Q80UR4,Q9QUL7,1.0
Q8CHF1,P28738,1.0
Q8CHF7,D6RFA9,1.0
Q8CHF7,D6RHQ2,1.0
Q8CHF7,F7B9M9,1.0
Q8CHF7,O55026,1.0
Q8CHF7,P55772,1.0
Q8CHF7,Q3TCT4,1.0
Q8CHF7,Q3U0P5,1.0
Q8CHF7,Q544U5,1.0
Q8CHF7,Q8BFW6,1.0
Q8CHF7,Q8CDV7,1.0
Q8CHF7,Q8CEB1,1.0
Q8CHF7,Q8K0L2,1.0
Q8CHF7,Q921Q6,1.0
Q8CHF7,Q9DBT4,1.0
Q8CHF7,Q9WUZ9,1.0
Q8CHF7,Q3TQC7,1.0
Q80V23,Q8CCE9,1.0
Q8CHV7,Q60991,1.0
Q8CHV7,Q9JKJ9,1.0
Q8CHZ3,D6RFA9,1.0
Q8CHZ3,D6RHQ2,1.0
Q8CHZ3,F7B9M9,1.0
Q8CHZ3,O55026,1.0
Q8CHZ3,P55772,1.0
Q8CHZ3,Q3TCT4,1.0
Q8CHZ3,Q3U0P5,1.0
Q8CHZ3,Q544U5,1.0
Q8CHZ3,Q8BFW6,1.0
Q8CHZ3,Q8CDV7,1.0
Q8CHZ3,Q8CEB1,1.0
Q8CHZ3,Q8K0L2,1.0
Q8CHZ3,Q921Q6,1.0
